"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Survey response rate,Footnote for Survey response rate,Footnote Number
297332,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297333,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297334,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297335,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297336,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297337,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297338,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297339,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297340,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297341,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297342,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297343,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297344,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297345,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297346,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297347,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297348,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297349,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297350,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297351,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
297352,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
307000,4,,4,,90,,4,,88,,4,,85,,4,,88,,86,,324,,26,,
307003,4,,4,,89,,4,,86,,4,,84,,4,,87,,83,,322,,24,,
307006,4,,4,,91,,5,,89,,4,,84,,4,,88,,82,,428,,30,,
307009,3,,3,,87,,4,,85,,3,,82,,3,,84,,84,,320,,29,,
307013,4,,4,,90,,5,,89,,3,,82,,4,,88,,87,,296,,33,,
307014,4,,4,,90,,5,,89,,3,,80,,4,,85,,80,,268,,26,,
307015,4,,4,,92,,5,,92,,2,,75,,4,,86,,88,,109,,32,,
307017,4,,4,,90,,4,,88,,3,,83,,4,,88,,85,,400,,27,,
307020,4,,4,,92,,5,,92,,4,,85,,4,,90,,90,,157,,27,,
307021,4,,4,,91,,5,,90,,4,,85,,4,,91,,86,,320,,32,,
307022,4,,4,,91,,5,,89,,4,,87,,4,,89,,88,,342,,30,,
307031,4,,4,,90,,4,,85,,3,,83,,3,,84,,82,,90,,26,,
307040,4,,4,,91,,5,,89,,4,,84,,4,,89,,92,,292,,30,,
307046,4,,4,,91,,4,,87,,3,,83,,4,,90,,87,,504,,29,,
307049,4,,4,,91,,5,,89,,3,,80,,4,,86,,83,,309,,33,,
307070,Not Available,9,Not Available,9,77,9,Not Available,9,89,9,Not Available,9,90,9,Not Available,9,90,9,65,9,10,9,23,9,9
307082,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
307084,Not Available,9,Not Available,9,95,9,Not Available,9,100,9,Not Available,9,93,9,Not Available,9,100,9,89,9,8,9,21,9,9
307085,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
307088,Not Available,9,Not Available,9,98,9,Not Available,9,96,9,Not Available,9,97,9,Not Available,9,97,9,98,9,2,9,10,9,9
307092,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
307093,4,,4,,91,,5,,91,,2,,78,,4,,90,,86,,171,,29,,
307095,4,,4,,88,,4,,86,,4,,84,,3,,84,,81,,369,,26,,
307096,4,,4,,90,,4,,83,,2,,76,,4,,87,,85,,91,,20,,
307097,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
307098,4,,4,,92,,3,,86,,5,,88,,4,,89,,84,,209,,27,,
317002,3,,3,,88,,4,,85,,2,,78,,3,,85,,80,,307,,25,,
317006,4,,4,,90,,3,,82,,4,,86,,3,,86,,75,,209,,18,,
317008,4,,4,,90,,5,,89,,3,,83,,5,,93,,86,,438,,29,,
317009,1,11,1,11,68,11,1,11,74,11,2,11,72,11,1,11,69,11,60,11,54,11,14,11,11
317012,4,,4,,90,,5,,88,,3,,82,,4,,86,,81,,352,,29,,
317017,3,,2,,85,,3,,83,,2,,77,,3,,79,,69,,822,,16,,
317020,3,,3,,89,,4,,83,,3,,82,,3,,84,,76,,297,,25,,
317021,2,,1,,83,,2,,77,,2,,75,,2,,72,,59,,74,,14,,
317022,3,,3,,88,,4,,85,,3,,81,,3,,83,,75,,328,,23,,
317023,4,,4,,88,,4,,87,,3,,81,,3,,86,,83,,261,,30,,
317025,5,,4,,93,,5,,91,,5,,89,,5,,93,,87,,321,,28,,
317031,3,,3,,87,,4,,86,,3,,81,,3,,84,,80,,322,,25,,
317043,5,,4,,90,,5,,89,,5,,90,,4,,90,,83,,232,,26,,
317045,4,,3,,87,,4,,87,,3,,81,,4,,87,,79,,597,,34,,
317047,4,,4,,90,,4,,87,,3,,82,,4,,88,,82,,304,,21,,
317048,4,,4,,90,,4,,86,,3,,79,,3,,89,,81,,308,,23,,
317050,3,,3,,87,,4,,87,,2,,74,,4,,89,,79,,70,,15,,
317054,4,,4,,91,,5,,89,,4,,85,,4,,89,,85,,583,,23,,
317058,3,,3,,86,,3,,80,,3,,79,,3,,80,,72,,348,,14,,
317059,3,,3,,85,,3,,82,,3,,80,,3,,81,,71,,508,,19,,
317060,2,,2,,85,,3,,81,,2,,77,,2,,79,,72,,395,,15,,
317061,3,,3,,86,,3,,80,,3,,81,,3,,83,,73,,358,,11,,
317062,4,,4,,90,,4,,85,,3,,83,,3,,86,,74,,139,,25,,
317064,3,,3,,88,,3,,84,,3,,82,,3,,83,,75,,216,,17,,
317065,4,,4,,90,,5,,89,,4,,84,,4,,89,,84,,286,,20,,
317066,5,,5,,93,,5,,91,,5,,91,,5,,93,,86,,271,,28,,
317067,4,,3,,88,,4,,87,,4,,86,,4,,86,,78,,465,,14,,
317071,4,,4,,91,,4,,87,,5,,90,,4,,89,,80,,475,,19,,
317072,4,,3,,88,,4,,87,,4,,87,,4,,89,,81,,278,,21,,
317073,4,,4,,91,,4,,87,,4,,85,,4,,91,,79,,447,,25,,
317075,3,,3,,89,,4,,86,,2,,75,,3,,85,,76,,333,,21,,
317077,4,,4,,90,,4,,86,,4,,84,,4,,87,,78,,289,,20,,
317079,3,,3,,86,,4,,84,,3,,82,,3,,80,,75,,596,,21,,
317082,3,11,2,11,84,11,4,11,86,11,3,11,82,11,3,11,78,11,61,11,43,11,13,11,11
317084,3,,3,,85,,4,,83,,2,,77,,3,,80,,69,,339,,21,,
317089,4,,4,,91,,4,,87,,4,,84,,4,,91,,84,,302,,22,,
317092,4,,4,,90,,4,,87,,4,,86,,4,,91,,76,,103,,28,,
317093,3,11,3,11,84,11,4,11,86,11,3,11,79,11,2,11,79,11,78,11,44,11,24,11,11
327008,5,,4,,90,,5,,88,,5,,89,,4,,86,,83,,324,,26,,
327009,Not Available,11,Not Available,11,85,11,Not Available,11,84,11,Not Available,11,72,11,Not Available,11,85,11,82,11,36,11,26,11,11
327010,4,11,5,11,93,11,4,11,85,11,2,11,72,11,4,11,91,11,84,11,64,11,17,11,11
327015,2,,2,,84,,3,,81,,2,,75,,2,,73,,73,,100,,22,,
327022,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
327027,Not Available,11,Not Available,11,88,11,Not Available,11,90,11,Not Available,11,94,11,Not Available,11,88,11,91,11,29,11,24,11,11
327029,4,11,3,11,84,11,5,11,87,11,4,11,85,11,3,11,74,11,75,11,45,11,29,11,11
327061,3,,3,,86,,2,,78,,2,,73,,3,,80,,70,,280,,23,,
327070,3,,3,,89,,4,,87,,2,,74,,4,,89,,82,,114,,23,,
327086,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
327088,Not Available,9,Not Available,9,94,9,Not Available,9,96,9,Not Available,9,96,9,Not Available,9,99,9,98,9,8,9,33,9,9
327100,4,11,3,11,85,11,4,11,84,11,5,11,88,11,3,11,76,11,77,11,43,11,11,11,11
327104,3,,3,,88,,4,,87,,3,,83,,3,,83,,77,,85,,20,,
327108,Not Available,11,Not Available,11,89,11,Not Available,11,85,11,Not Available,11,89,11,Not Available,11,84,11,83,11,36,11,31,11,11
327123,2,,2,,86,,2,,81,,2,,73,,3,,83,,77,,316,,24,,
327126,3,,3,,87,,3,,82,,1,,68,,4,,89,,76,,107,,13,,
327133,2,,1,,82,,2,,75,,2,,72,,2,,77,,65,,370,,23,,
327136,5,,4,,92,,5,,90,,5,,90,,4,,88,,89,,119,,28,,
327140,Not Available,11,Not Available,11,96,11,Not Available,11,93,11,Not Available,11,94,11,Not Available,11,100,11,98,11,22,11,27,11,11
327145,Not Available,11,Not Available,11,97,11,Not Available,11,78,11,Not Available,11,92,11,Not Available,11,95,11,77,11,36,11,17,11,11
327148,4,,4,,90,,4,,86,,3,,80,,3,,86,,78,,117,,27,,
327157,4,,3,,89,,5,,91,,4,,87,,3,,83,,71,,73,,28,,
327161,4,11,4,11,92,11,5,11,86,11,5,11,93,11,3,11,86,11,88,11,46,11,60,11,11
327172,4,,4,,90,,5,,90,,4,,84,,4,,89,,84,,134,,21,,
327178,4,,3,,87,,4,,87,,4,,86,,4,,91,,80,,75,,19,,
327180,4,,4,,90,,4,,85,,3,,79,,4,,92,,82,,110,,19,,
327181,5,,5,,93,,5,,95,,4,,87,,4,,90,,94,,96,,39,,
327182,4,11,4,11,91,11,4,11,85,11,4,11,87,11,3,11,77,11,84,11,46,11,26,11,11
327184,5,,4,,93,,5,,91,,5,,91,,4,,89,,82,,107,,28,,
327185,3,,3,,87,,4,,84,,3,,81,,3,,84,,78,,152,,25,,
327186,2,,2,,84,,3,,81,,2,,75,,2,,77,,65,,285,,17,,
327187,3,,4,,90,,4,,84,,2,,77,,3,,85,,80,,316,,21,,
327188,Not Available,11,Not Available,11,78,11,Not Available,11,78,11,Not Available,11,75,11,Not Available,11,61,11,61,11,21,11,21,11,11
327189,3,11,2,11,81,11,3,11,81,11,5,11,92,11,3,11,79,11,80,11,43,11,39,11,11
327190,Not Available,11,Not Available,11,88,11,Not Available,11,80,11,Not Available,11,74,11,Not Available,11,89,11,86,11,29,11,31,11,11
327191,3,,3,,89,,4,,86,,2,,78,,4,,89,,84,,127,,27,,
327192,5,,5,,93,,5,,92,,3,,81,,5,,92,,87,,88,,12,,
327194,Not Available,11,Not Available,11,95,11,Not Available,11,90,11,Not Available,11,83,11,Not Available,11,93,11,82,11,39,11,26,11,11
327195,Not Available,11,Not Available,11,85,11,Not Available,11,82,11,Not Available,11,85,11,Not Available,11,84,11,77,11,36,11,36,11,11
327197,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
327198,5,11,4,11,91,11,5,11,94,11,5,11,88,11,5,11,96,11,83,11,56,11,21,11,11
327199,4,,4,,92,,4,,86,,4,,85,,4,,91,,87,,134,,30,,
327200,2,,2,,85,,3,,80,,2,,74,,2,,78,,70,,329,,22,,
327201,3,,3,,87,,4,,83,,2,,76,,2,,68,,75,,110,,26,,
327202,4,11,4,11,91,11,5,11,89,11,4,11,84,11,4,11,90,11,80,11,47,11,26,11,11
327204,Not Available,9,Not Available,9,100,9,Not Available,9,89,9,Not Available,9,87,9,Not Available,9,100,9,90,9,9,9,17,9,9
327208,4,,4,,89,,5,,89,,3,,82,,3,,87,,78,,199,,25,,
327209,Not Available,11,Not Available,11,89,11,Not Available,11,78,11,Not Available,11,87,11,Not Available,11,91,11,81,11,37,11,19,11,11
327210,4,11,5,11,93,11,5,11,92,11,2,11,77,11,4,11,86,11,90,11,42,11,22,11,11
327211,3,11,2,11,86,11,2,11,83,11,4,11,85,11,3,11,88,11,82,11,42,11,28,11,11
327213,4,,4,,91,,5,,90,,4,,85,,4,,89,,82,,345,,28,,
327216,3,,2,,82,,3,,81,,2,,74,,3,,80,,69,,134,,22,,
327218,3,11,3,11,87,11,4,11,87,11,3,11,80,11,3,11,84,11,77,11,65,11,25,11,11
327219,Not Available,9,Not Available,9,100,9,Not Available,9,95,9,Not Available,9,88,9,Not Available,9,78,9,70,9,8,9,12,9,9
327221,Not Available,9,Not Available,9,95,9,Not Available,9,92,9,Not Available,9,53,9,Not Available,9,100,9,86,9,5,9,14,9,9
327222,Not Available,11,Not Available,11,86,11,Not Available,11,85,11,Not Available,11,72,11,Not Available,11,72,11,77,11,34,11,15,11,11
327224,4,,4,,91,,4,,88,,2,,77,,4,,89,,82,,100,,32,,
327226,3,11,3,11,87,11,4,11,87,11,2,11,72,11,2,11,75,11,69,11,41,11,24,11,11
327227,5,11,5,11,98,11,5,11,93,11,4,11,85,11,5,11,95,11,92,11,66,11,14,11,11
327229,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
327231,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
327232,Not Available,11,Not Available,11,78,11,Not Available,11,76,11,Not Available,11,83,11,Not Available,11,77,11,67,11,27,11,36,11,11
327233,4,,4,,92,,4,,84,,3,,83,,4,,90,,90,,102,,22,,
327234,Not Available,11,Not Available,11,97,11,Not Available,11,96,11,Not Available,11,95,11,Not Available,11,99,11,70,11,15,11,42,11,11
327235,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
327237,3,,3,,87,,3,,83,,2,,77,,3,,80,,73,,156,,24,,
327305,5,11,5,11,93,11,5,11,93,11,5,11,89,11,5,11,94,11,88,11,57,11,25,11,11
327805,4,,4,,91,,4,,87,,3,,79,,4,,87,,86,,174,,41,,
327806,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
327807,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
327808,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
327809,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
327810,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
337003,5,,4,,91,,4,,88,,5,,89,,5,,91,,86,,266,,43,,
337004,4,,5,,92,,4,,87,,4,,84,,4,,86,,86,,203,,26,,
337005,3,,3,,85,,3,,80,,3,,82,,3,,82,,79,,197,,21,,
337006,4,,4,,91,,4,,88,,4,,84,,4,,88,,85,,2340,,29,,
337008,3,,2,,84,,3,,81,,2,,78,,3,,79,,74,,1879,,18,,
337009,3,,2,,85,,3,,82,,3,,82,,3,,82,,72,,550,,13,,
337010,4,,4,,91,,5,,89,,3,,82,,4,,87,,82,,846,,29,,
337014,4,,4,,92,,5,,88,,4,,87,,4,,92,,89,,298,,23,,
337019,4,,3,,89,,4,,88,,3,,81,,4,,89,,79,,301,,24,,
337024,4,,4,,90,,3,,83,,4,,84,,4,,87,,85,,325,,29,,
337030,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
337036,4,,4,,91,,4,,86,,4,,84,,4,,90,,82,,314,,27,,
337042,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
337045,5,,5,,95,,5,,93,,4,,87,,5,,92,,94,,127,,34,,
337052,4,,4,,91,,4,,88,,4,,84,,4,,90,,83,,792,,26,,
337056,5,,5,,92,,5,,90,,4,,86,,5,,93,,90,,169,,35,,
337061,4,,2,,85,,4,,85,,5,,89,,3,,81,,77,,422,,19,,
337066,4,,4,,90,,4,,88,,4,,84,,4,,89,,82,,868,,23,,
337078,4,,4,,90,,5,,88,,4,,86,,4,,86,,83,,313,,27,,
337083,4,,4,,92,,5,,90,,4,,84,,4,,91,,87,,220,,32,,
337086,3,,3,,89,,5,,90,,1,,65,,3,,82,,83,,84,,24,,
337107,4,,4,,92,,4,,88,,5,,90,,4,,92,,86,,393,,25,,
337118,5,,5,,94,,5,,89,,5,,88,,5,,96,,91,,108,,35,,
337119,3,,3,,88,,4,,83,,3,,81,,3,,85,,76,,301,,28,,
337122,2,,1,,80,,2,,76,,2,,78,,2,,70,,63,,164,,9,,
337136,4,,4,,90,,4,,84,,4,,87,,4,,90,,76,,119,,40,,
337140,3,,3,,88,,3,,83,,3,,80,,3,,84,,75,,1166,,20,,
337143,3,,3,,89,,4,,86,,3,,80,,3,,83,,79,,313,,16,,
337146,4,,4,,90,,4,,84,,4,,86,,3,,87,,82,,305,,26,,
337147,4,,3,,88,,4,,83,,4,,87,,4,,87,,78,,552,,23,,
337148,3,,3,,86,,4,,85,,3,,81,,3,,84,,74,,2957,,22,,
337150,Not Available,11,Not Available,11,96,11,Not Available,11,98,11,Not Available,11,73,11,Not Available,11,100,11,85,11,27,11,28,11,11
337165,3,,3,,88,,4,,82,,3,,82,,3,,86,,83,,237,,33,,
337168,4,,4,,92,,5,,88,,5,,91,,3,,87,,82,,235,,23,,
337173,Not Available,11,Not Available,11,85,11,Not Available,11,87,11,Not Available,11,82,11,Not Available,11,86,11,84,11,37,11,47,11,11
